student_id,gender,age,grade_level,attendance_percentage,behavior_score,intervention_type,at_risk
2798,Male,16,9,70,6,Study Plan,0
2789,Female,18,12,88,7,Counseling,0
9691,Female,17,9,87,9,Counseling,1
8313,Female,18,12,85,8,Study Plan,0
2471,Male,16,12,97,3,Counseling,1
4696,Male,18,10,93,6,Study Plan,1
7454,Female,17,9,90,2,Mentorship,1
3738,Male,18,10,85,2,Tutoring,0
1467,Male,18,9,88,7,Counseling,0
1731,Male,18,12,99,10,Study Plan,1
7366,Female,18,12,88,7,Mentorship,1
5769,Female,17,9,99,7,Counseling,1
5550,Male,16,11,90,2,Counseling,0
4511,Male,16,11,100,9,Study Plan,0
3367,Male,16,11,100,7,Mentorship,1
8554,Female,16,9,89,5,Counseling,1
1770,Male,16,11,98,3,Mentorship,1
7687,Male,16,10,86,9,Tutoring,1
2009,Male,16,12,93,7,Study Plan,0
6049,Female,17,12,83,9,Study Plan,1
8515,Female,17,9,87,1,Tutoring,1
8161,Female,17,12,71,4,Counseling,0
1035,Male,18,11,76,8,Counseling,0
5977,Male,18,10,94,8,Study Plan,1
3776,Male,17,9,79,4,Study Plan,1
1558,Female,17,9,83,2,Mentorship,0
5688,Male,17,12,86,10,Mentorship,0
9896,Female,18,10,94,3,Study Plan,0
9644,Male,18,10,78,10,Tutoring,1
3576,Male,18,11,98,8,Counseling,1
5111,Male,17,9,89,2,Tutoring,0
9655,Female,16,10,87,4,Study Plan,1
4346,Male,17,11,80,1,Counseling,0
7784,Male,18,10,97,8,Study Plan,1
7144,Male,18,12,97,2,Mentorship,1
9844,Male,17,9,97,4,Counseling,0
6833,Male,16,9,75,6,Tutoring,1
5829,Female,16,10,85,4,Tutoring,0
7035,Male,18,10,84,2,Study Plan,1
8225,Male,16,10,72,9,Tutoring,1
1840,Male,18,9,88,8,Study Plan,1
3540,Male,17,11,85,1,Tutoring,1
2945,Female,17,9,84,2,Mentorship,1
7379,Male,16,12,79,3,Tutoring,0
6375,Male,18,10,75,3,Mentorship,0
9992,Female,17,9,94,8,Counseling,0
7324,Male,16,11,94,3,Mentorship,1
8067,Female,18,12,98,7,Study Plan,1
9352,Male,16,11,95,2,Mentorship,1
1463,Female,18,12,71,1,Study Plan,0
4853,Male,16,12,74,6,Counseling,1
7069,Male,18,11,77,6,Counseling,1
9959,Male,18,10,78,6,Tutoring,0
5241,Female,17,10,81,2,Study Plan,0
1777,Female,17,12,74,4,Mentorship,0
6744,Female,18,12,96,5,Tutoring,1
1394,Female,17,11,88,10,Study Plan,1
7169,Female,18,10,75,2,Tutoring,0
8069,Female,16,10,72,2,Study Plan,1
2875,Male,17,9,74,7,Tutoring,1
5714,Female,17,11,72,6,Study Plan,1
5188,Male,17,12,81,1,Mentorship,0
8842,Female,16,9,72,2,Mentorship,0
9408,Female,17,11,96,5,Study Plan,0
5727,Female,16,9,74,2,Counseling,0
9202,Male,17,12,82,6,Tutoring,0
6441,Male,18,11,83,8,Counseling,1
5350,Female,18,10,93,4,Mentorship,0
4974,Male,18,10,82,6,Mentorship,1
6019,Male,16,11,72,9,Study Plan,0
7081,Female,18,10,98,10,Study Plan,1
2946,Male,16,11,80,2,Mentorship,1
4059,Male,18,11,93,7,Counseling,1
8460,Female,16,11,95,9,Study Plan,1
2349,Female,18,9,97,5,Study Plan,1
5379,Male,17,12,92,7,Study Plan,0
6085,Female,18,9,76,8,Counseling,1
3457,Female,16,12,89,3,Study Plan,1
3141,Male,17,11,100,8,Counseling,0
6020,Male,17,12,94,4,Counseling,1
3460,Female,18,11,75,1,Tutoring,0
8798,Male,18,10,77,7,Counseling,0
3087,Male,18,9,85,3,Counseling,1
8500,Male,16,9,78,6,Counseling,0
4316,Male,16,12,79,8,Mentorship,1
7784,Female,18,9,71,7,Counseling,1
9402,Female,17,10,82,3,Tutoring,0
1582,Female,18,11,87,1,Counseling,1
3618,Male,17,9,88,2,Mentorship,1
7492,Female,18,12,92,4,Study Plan,1
9210,Male,16,12,84,8,Tutoring,0
4266,Female,17,12,75,5,Study Plan,1
3075,Female,18,12,80,4,Study Plan,1
6192,Female,18,9,97,7,Counseling,0
7975,Female,18,9,91,9,Tutoring,0
4862,Female,18,9,70,5,Counseling,0
8240,Female,17,9,90,2,Counseling,0
5243,Female,18,10,72,9,Study Plan,0
6644,Male,18,10,70,8,Counseling,0
7731,Male,18,10,96,1,Counseling,0
6002,Female,16,10,98,4,Counseling,1
3988,Male,16,10,81,2,Tutoring,1
9181,Male,16,10,95,8,Mentorship,1
4915,Female,18,10,97,10,Tutoring,0
8720,Male,16,12,87,5,Mentorship,0
4204,Male,16,9,98,3,Counseling,0
1350,Male,18,12,84,1,Counseling,0
3207,Female,17,12,93,1,Study Plan,1
4734,Female,18,9,72,8,Counseling,1
5478,Male,18,12,79,5,Tutoring,1
5243,Male,16,12,100,4,Counseling,1
6269,Male,17,9,72,6,Mentorship,0
6105,Male,17,9,85,9,Study Plan,0
7406,Female,16,10,81,5,Tutoring,0
1924,Female,18,12,99,1,Mentorship,0
1803,Male,17,10,83,3,Tutoring,1
3654,Male,17,10,81,4,Counseling,1
2935,Male,17,9,95,2,Mentorship,0
2111,Male,16,10,75,8,Study Plan,1
3230,Female,16,10,93,7,Tutoring,1
8996,Male,18,11,84,8,Study Plan,0
2673,Male,17,10,73,4,Mentorship,1
1650,Male,17,9,74,4,Study Plan,0
1117,Female,18,9,95,2,Tutoring,0
8145,Male,17,10,100,3,Study Plan,0
8135,Female,17,11,79,5,Tutoring,0
1596,Male,17,12,94,9,Tutoring,0
3937,Male,18,9,78,8,Counseling,0
1965,Female,17,12,79,10,Counseling,1
4642,Male,17,10,71,6,Mentorship,0
4619,Male,18,9,89,1,Mentorship,0
2683,Female,16,10,90,2,Tutoring,1
1627,Male,18,9,77,2,Study Plan,0
9963,Male,18,12,82,5,Mentorship,1
5934,Female,18,12,77,8,Tutoring,0
3133,Female,16,12,73,4,Counseling,1
6165,Male,16,10,72,9,Study Plan,1
6211,Male,17,11,70,8,Study Plan,0
3948,Female,18,10,80,10,Tutoring,0
8993,Male,17,12,76,10,Tutoring,1
1526,Female,17,9,94,2,Tutoring,0
4863,Female,16,9,93,9,Counseling,0
7832,Male,16,11,71,8,Study Plan,1
1522,Male,18,11,80,4,Tutoring,0
6629,Female,17,10,74,10,Study Plan,0
2349,Male,16,9,83,3,Study Plan,0
3269,Male,18,11,99,1,Tutoring,0
7924,Female,16,9,76,10,Mentorship,1
8127,Male,16,9,79,10,Study Plan,1
2124,Male,17,9,94,7,Mentorship,0
5464,Male,16,10,75,10,Study Plan,0
6779,Male,18,12,81,10,Study Plan,1
2558,Male,16,11,71,6,Mentorship,0
5374,Female,16,9,94,2,Mentorship,0
8514,Male,18,9,85,7,Study Plan,0
8494,Female,16,12,74,9,Study Plan,1
7637,Male,16,10,88,4,Tutoring,0
9825,Female,16,9,86,7,Tutoring,0
1181,Male,16,9,90,5,Counseling,0
5967,Female,16,10,92,4,Counseling,0
9738,Male,18,9,98,4,Study Plan,1
8226,Male,18,11,73,3,Study Plan,1
6997,Male,17,9,73,3,Mentorship,0
4163,Female,18,10,81,6,Study Plan,1
8310,Female,16,11,72,9,Mentorship,0
6721,Male,18,11,82,10,Mentorship,1
9957,Female,18,10,98,1,Mentorship,0
2095,Female,16,10,79,8,Counseling,1
5402,Male,17,9,93,7,Tutoring,0
8685,Female,16,9,71,4,Study Plan,1
3051,Male,18,9,96,9,Tutoring,0
8870,Male,17,11,77,2,Tutoring,0
2977,Female,16,12,85,6,Counseling,0
5962,Female,18,11,92,8,Mentorship,0
2752,Male,18,9,86,2,Study Plan,1
7414,Female,17,11,72,8,Counseling,0
2251,Male,17,9,97,2,Mentorship,1
1945,Male,18,11,77,7,Mentorship,1
5047,Female,17,9,73,8,Study Plan,1
3262,Female,17,10,86,6,Tutoring,1
6941,Female,16,11,98,10,Tutoring,1
7104,Female,16,11,71,8,Tutoring,1
4939,Female,18,11,93,6,Study Plan,0
9579,Male,16,12,83,6,Counseling,0
2163,Male,17,12,81,4,Mentorship,1
6261,Female,16,12,77,8,Mentorship,1
5743,Male,16,10,83,8,Study Plan,1
5147,Female,18,10,82,4,Tutoring,0
9037,Male,16,11,100,8,Study Plan,1
8872,Male,17,11,80,9,Tutoring,0
1690,Female,18,10,93,5,Study Plan,1
5387,Female,17,11,84,3,Mentorship,0
9531,Male,18,9,98,5,Counseling,1
2187,Male,16,9,83,6,Tutoring,0
5893,Female,18,9,72,2,Mentorship,0
1167,Male,18,10,79,1,Tutoring,1
2954,Male,17,9,76,2,Mentorship,0
3059,Male,18,12,86,7,Mentorship,1
2054,Female,17,12,74,5,Tutoring,1
3119,Female,17,9,82,5,Mentorship,1
5296,Male,18,9,100,7,Study Plan,0
4098,Male,18,10,90,6,Tutoring,1
8911,Female,18,10,81,1,Study Plan,1
5934,Female,17,11,90,6,Tutoring,0
2013,Female,17,9,71,8,Tutoring,0
9753,Female,17,10,82,10,Counseling,0
6742,Male,17,10,94,7,Study Plan,1
4235,Male,17,9,77,9,Tutoring,1
2960,Female,18,10,76,1,Study Plan,1
1187,Female,16,9,87,10,Tutoring,1
5217,Female,17,12,73,5,Counseling,0
5969,Female,18,9,78,8,Study Plan,0
6996,Female,16,11,72,7,Mentorship,1
7747,Male,18,10,99,7,Counseling,1
4652,Male,17,11,100,1,Mentorship,1
9396,Female,16,11,99,8,Mentorship,1
7235,Female,16,9,90,10,Study Plan,0
1286,Male,17,10,95,10,Counseling,1
2311,Female,17,10,76,10,Study Plan,0
9631,Female,16,10,78,8,Tutoring,0
7068,Female,17,11,92,4,Tutoring,0
7787,Female,16,9,77,3,Study Plan,1
5193,Male,17,12,91,8,Mentorship,1
7389,Male,18,10,84,1,Counseling,1
7204,Male,18,11,88,1,Mentorship,0
7429,Female,16,9,88,1,Counseling,1
2424,Male,18,12,78,5,Tutoring,1
2888,Male,18,12,90,6,Study Plan,1
9130,Male,17,12,85,10,Study Plan,0
6612,Male,18,9,88,5,Study Plan,1
7628,Female,16,11,88,1,Mentorship,0
5884,Male,16,10,86,2,Tutoring,1
2806,Female,18,10,96,1,Study Plan,0
3838,Male,16,12,87,1,Counseling,0
7326,Female,18,9,83,6,Tutoring,0
5126,Female,18,12,72,2,Tutoring,1
1428,Female,16,11,91,7,Study Plan,0
5125,Male,16,10,70,5,Tutoring,0
9986,Male,18,10,73,3,Tutoring,0
6421,Female,18,9,93,9,Study Plan,0
2415,Male,18,10,72,7,Mentorship,0
1644,Male,16,12,100,3,Tutoring,0
9561,Female,16,11,79,3,Counseling,0
1674,Male,17,10,82,9,Mentorship,0
3990,Male,17,11,83,9,Tutoring,0
9060,Female,16,11,89,10,Mentorship,1
8910,Male,16,9,99,6,Counseling,0
4486,Male,18,9,90,9,Tutoring,0
2416,Male,16,10,92,1,Study Plan,1
6450,Female,16,9,71,8,Mentorship,0
5878,Male,16,9,95,5,Mentorship,0
9760,Male,18,10,80,10,Mentorship,1
5212,Male,18,12,96,2,Mentorship,0
9735,Female,16,11,94,1,Counseling,0
5945,Female,16,10,99,10,Study Plan,0
7175,Female,16,10,88,6,Study Plan,0
1050,Female,17,9,89,10,Mentorship,1
8844,Male,16,10,85,1,Tutoring,1
1759,Male,16,9,76,7,Mentorship,0
5728,Male,17,12,82,2,Tutoring,1
2708,Female,18,10,90,7,Study Plan,1
3316,Female,18,9,86,1,Tutoring,1
6285,Male,17,9,78,8,Mentorship,1
9708,Male,17,10,89,6,Mentorship,1
7042,Female,16,12,83,4,Study Plan,1
5507,Female,16,11,74,6,Mentorship,1
8222,Male,16,11,88,1,Counseling,0
1237,Female,17,11,97,5,Counseling,1
3588,Male,17,12,96,4,Study Plan,0
8167,Male,17,10,79,4,Counseling,0
1986,Male,18,12,74,9,Mentorship,1
6717,Female,16,10,92,7,Mentorship,0
2803,Male,18,9,96,1,Tutoring,1
6961,Female,16,12,76,10,Tutoring,0
9975,Male,17,10,73,6,Counseling,0
1387,Male,16,10,76,7,Tutoring,1
9317,Female,16,12,77,4,Tutoring,1
6519,Female,17,12,74,9,Counseling,0
5924,Female,18,12,95,1,Tutoring,0
3831,Male,17,10,94,2,Mentorship,0
7492,Male,18,9,90,5,Study Plan,1
7603,Male,18,9,99,7,Study Plan,0
3619,Female,16,12,91,2,Study Plan,0
9056,Male,17,11,76,10,Counseling,1
9724,Male,18,11,84,8,Study Plan,0
4634,Female,17,10,87,10,Study Plan,0
4661,Female,17,10,95,8,Tutoring,1
5268,Female,17,12,71,4,Study Plan,0
1233,Female,16,9,83,1,Study Plan,0
9517,Male,17,12,78,6,Tutoring,1
4610,Male,17,12,93,3,Mentorship,0
3936,Female,17,9,92,10,Tutoring,1
1731,Female,17,10,70,8,Counseling,0
4759,Female,17,9,96,5,Counseling,1
2386,Female,16,12,99,10,Study Plan,1
2961,Male,16,10,79,5,Counseling,1
4836,Male,17,9,81,3,Study Plan,1
9762,Male,16,12,72,10,Counseling,0
9063,Male,18,12,88,8,Tutoring,1
6286,Male,18,12,70,1,Counseling,1
3817,Female,17,11,78,8,Counseling,0
5065,Male,16,9,81,6,Study Plan,1
3730,Female,17,10,75,8,Mentorship,0
5332,Male,17,12,96,1,Study Plan,0
9780,Female,18,10,100,4,Counseling,1
1960,Male,17,10,73,9,Counseling,0
3381,Female,16,10,75,1,Tutoring,0
3164,Male,17,12,85,9,Tutoring,0
7130,Female,18,12,95,8,Tutoring,1
3222,Female,18,11,90,3,Tutoring,0
9318,Male,17,9,89,7,Study Plan,0
5276,Female,16,9,75,2,Counseling,0
9232,Male,16,11,90,10,Study Plan,1
1071,Male,16,9,73,4,Tutoring,0
5918,Male,16,9,99,5,Mentorship,0
8632,Male,16,10,83,1,Counseling,1
3536,Male,18,12,87,2,Mentorship,1
3006,Female,18,11,85,5,Mentorship,0
1965,Female,17,9,86,9,Counseling,1
2111,Male,18,10,97,6,Study Plan,0
6683,Female,18,11,99,10,Mentorship,0
9917,Male,18,12,74,3,Tutoring,0
3809,Male,18,10,86,5,Counseling,0
1937,Female,18,12,81,6,Tutoring,1
9210,Female,17,10,70,6,Counseling,0
9040,Male,16,10,83,1,Study Plan,1
7374,Male,18,12,74,3,Mentorship,1
3886,Male,18,12,76,6,Counseling,1
3538,Female,18,10,75,3,Mentorship,0
8403,Male,18,9,78,5,Counseling,0
4067,Female,17,9,71,10,Study Plan,1
9532,Male,18,11,73,3,Tutoring,0
9829,Male,17,10,90,8,Study Plan,0
6357,Female,17,12,78,4,Mentorship,1
4039,Male,17,11,75,10,Mentorship,0
2735,Male,16,12,73,9,Mentorship,1
4896,Female,18,10,97,3,Tutoring,1
9939,Male,16,12,75,8,Counseling,1
7088,Male,18,12,86,9,Mentorship,0
2790,Male,17,12,77,1,Tutoring,1
4975,Female,17,10,89,2,Mentorship,1
2556,Female,18,11,94,6,Mentorship,0
5333,Female,16,9,75,7,Study Plan,0
7266,Male,17,9,71,6,Study Plan,0
2819,Male,16,9,80,6,Mentorship,1
3840,Male,16,12,95,5,Mentorship,1
1649,Female,16,12,72,1,Study Plan,1
7733,Female,17,12,84,6,Tutoring,0
3330,Male,16,10,71,9,Tutoring,0
4850,Male,17,11,75,2,Counseling,0
6370,Female,18,9,86,7,Mentorship,1
9714,Male,18,11,88,5,Mentorship,0
5669,Male,17,11,93,2,Study Plan,1
1622,Female,16,9,96,2,Tutoring,0
3286,Male,16,9,71,7,Tutoring,0
6257,Female,16,11,71,10,Mentorship,1
3252,Male,16,9,98,1,Tutoring,1
5205,Female,17,12,92,1,Counseling,0
6422,Female,18,9,84,1,Mentorship,1
1731,Male,17,11,95,8,Study Plan,1
7174,Male,17,10,83,6,Study Plan,0
